word1,word2,strategy,detail,cosine_similarity,human_score,in_vocab
"umakhalekhukhwini,",umbhense,morphological,class1_singular,0.273394,0.386376,Both
bazohleka,yize,cooccurrence,freq=2,0.157692,0.275385,Both
inyuvesi,ukufunda,semantic_within,education,0.171912,0.345338,Both
bathola,zemidlalo,cooccurrence,freq=170,0.09524,0.231668,Both
ubungani,udlubu,morphological,class11,0.279729,0.39081,Both
unxuse,ubafundisa,morphological,class11,0.228624,0.355037,Both
ukuphuma.,ukungeniswa,morphological,class15_infinitive,0.31328,0.414296,Both
abaphumelele,"edolobheni,”",random_unrelated,,0.195603,0.181922,Both
unomcebo,uthando,cooccurrence,freq=44,0.118923,0.248246,Both
ubumpofu,u-ouaddou,morphological,class11,0.408048,0.480634,Both
amavidiyo,amathayi,morphological,class6_plural,0.453203,0.512242,Both
ilele,i-ub40,morphological,class5_singular,0.415949,0.486164,Both
sengifika,mchunu,random_unrelated,,0.586729,0.45571,Both
ukwelapha,ukugula,semantic_within,health,0.305859,0.439101,Both
ukushisela,zokwakhiwa,random_unrelated,,0.207171,0.190019,Both
udlubu,ungisize,morphological,class11,0.443045,0.505132,Both
entabeni,uyaphendula,cooccurrence,freq=32,0.359155,0.416409,Both
enhle,oluningi,cooccurrence,freq=32,0.131752,0.257227,Both
abalandeli,abasiza,morphological,class2_plural,0.233595,0.358516,Both
indima,ngoba,cooccurrence,freq=1210,0.189397,0.297578,Both
bengilokhu,uhoxisa,random_unrelated,,0.418803,0.338162,Both
isibhamu,inhlamvu,semantic_within,police_law,0.62987,0.665909,Both
ngiyathanda,unazo,random_unrelated,,0.159776,0.156843,Both
amasiko,izicathulo,cooccurrence,freq=6,0.244878,0.336415,Both
ngokuphakama,ezenziwayo.,random_unrelated,,0.103584,0.117509,Both
umfundi,amaculo,semantic_across,education_vs_music,0.257401,0.270181,Both
ahloniphe,owayeyisilomo,random_unrelated,,0.26242,0.228694,Both
usiza,uxaba.,morphological,class11,0.285705,0.394993,Both
ummangalewa,ebikhanya,random_unrelated,,0.462263,0.368584,Both
ese-istanbul.,"zokuxhumana,",random_unrelated,,0.302609,0.256826,Both
njengoba,sikhula,cooccurrence,freq=2,0.190501,0.298351,Both
emhlathuze,noubumnandi,random_unrelated,,0.308307,0.260815,Both
high.,465),random_unrelated,,0.542505,0.424753,Both
uzocula,ungalihloniphi,morphological,class11,0.310339,0.412237,Both
amahhashi,izinja,semantic_within,animals,0.267722,0.412406,Both
"bakho,",nangokwedlulele,random_unrelated,,0.310652,0.262456,Both
"lokuhloniphana,",okungethi,random_unrelated,,0.283356,0.243349,Both
ukuzijabulisa,ukuvikelwa,morphological,class15_infinitive,0.259836,0.376886,Both
impumelelo,uhulumeni,semantic_across,education_vs_government,0.124025,0.176818,Both
uziqambela,ubengakabi,morphological,class11,0.717075,0.696952,Both
ekupheleni,izintsha,cooccurrence,freq=102,0.263304,0.349313,Both
kokuphazamiseka.,aphiwe,random_unrelated,,0.418712,0.338098,Both
"lomsombuluko,",wezwa,cooccurrence,freq=2,0.388994,0.437296,Both
emzileni,kanye,random_unrelated,,0.127966,0.134576,Both
uyekelela,usedalule,morphological,class11,0.246818,0.367773,Both
kuzohamba,ungalahlekelwa,random_unrelated,,0.394202,0.320941,Both
izinkomo,amahhashi,semantic_within,animals,0.363368,0.479358,Both
elami,libya,random_unrelated,,0.410452,0.332316,Both
somdlali,ngomsombuluko.,random_unrelated,,0.44146,0.354022,Both
ukondla,ukhiphe,morphological,class15_infinitive,0.328914,0.42524,Both
uheha,ulungiselela,morphological,class11,0.154089,0.302862,Both
ukuphelelwa,ukukhulume,morphological,class15_infinitive,0.316402,0.416481,Both
enhliziyweni,sokwenza,cooccurrence,freq=52,0.308388,0.380871,Both
okukhulu.,yabo,cooccurrence,freq=10,0.165935,0.281154,Both
wamhlithwa,lokubona,random_unrelated,,0.422353,0.340647,Both
inkosi,isizwe,semantic_within,government,0.073768,0.276637,Both
utshele,ubulele,morphological,class11,0.621742,0.630219,Both
"eziphakeme,",ziqapha.,cooccurrence,freq=4,0.507633,0.520343,Both
likathishanhloko,kugcinwe,random_unrelated,,0.460242,0.36717,Both
ukwehlisa,ukubuyisana,morphological,class15_infinitive,0.362106,0.448474,Both
iziqu,izinkolo,morphological,class8_plural,0.440044,0.503031,Both
"edolobheni,",ohle,cooccurrence,freq=12,0.165431,0.280802,Both
bahlonipha,ukuthi,cooccurrence,freq=2,0.139127,0.262389,Both
unozibusele,uvele,random_unrelated,,0.365252,0.300676,Both
ungayi,act,random_unrelated,,0.549941,0.429959,Both
icertificate,i-ai,random_unrelated,,0.817905,0.617534,Both
"komphakathi,",esitebeleni,random_unrelated,,0.29093,0.248651,Both
wayevele,izojika.,random_unrelated,,0.519227,0.408459,Both
amazwi,nolwandle,cooccurrence,freq=26,0.277833,0.359483,Both
engu-2.8,kunezikhuliswa,random_unrelated,,0.199327,0.184529,Both
ukudla,ubisi,semantic_within,food,0.077409,0.279186,Both
"esidlangalaleni,",ukukunika,random_unrelated,,0.371629,0.30514,Both
umculi,ucingo,semantic_across,music_vs_technology,0.33888,0.327216,Both
nezinto,yothando,cooccurrence,freq=6,0.226035,0.323224,Both
"icala.""",ipaki,morphological,class5_singular,0.495353,0.541747,Both
masobho,bazofundisa,random_unrelated,,0.098934,0.114254,Both
"enkulu,","zikahulumeni,",cooccurrence,freq=48,0.392796,0.439957,Both
"ubuntu,",uxhumana,morphological,class11,0.250569,0.370398,Both
incazelo,kuhunyushwe,random_unrelated,,0.170008,0.164006,Both
isidlalwa,ngesivinini,cooccurrence,freq=2,0.277618,0.359333,Both
ukhuni,imvelo,semantic_within,nature,0.310151,0.442106,Both
uzobe,ubhekani,morphological,class11,0.448458,0.508921,Both
isizwe,theknoloji,semantic_across,government_vs_technology,0.050235,0.125164,Both
ubabonga,uyathengisa,morphological,class11,0.207953,0.340567,Both
ungaqala,obonaayo,random_unrelated,,0.252505,0.221753,Both
uthabethe,uweisy,morphological,class11,0.681534,0.672074,Both
engomeni,iphonsa,random_unrelated,,0.439584,0.352709,Both
izinhlelo,izakhamuzi,morphological,class8_plural,0.276963,0.388874,Both
iphutha,irobhothi,morphological,class5_singular,0.323237,0.421266,Both
umfundi,umtapo,semantic_within,education,0.24123,0.393861,Both
uphiwayinkosi,udidekile,morphological,class11,0.277529,0.38927,Both
ukhale,ukuthela,morphological,class15_infinitive,0.212678,0.343875,Both
ekuthuthukeni.,"isisekelo,",random_unrelated,,0.047986,0.07859,Both
isiningizimu.,"isisekelo,",morphological,class7_singular,0.232486,0.35774,Both
umfundi,umncube,morphological,class1_singular,0.141377,0.293964,Both
100,ku-r2,cooccurrence,freq=2,0.877815,0.77947,Both
imfundo,yokulandela,cooccurrence,freq=6,0.149339,0.269537,Both
abaphathi,"ntambama,",cooccurrence,freq=2,0.219786,0.31885,Both
inkathi,abentela,random_unrelated,,0.278798,0.240159,Both
ugeleza,uzophawula,morphological,class11,0.252641,0.371849,Both
wakwi-swimming,emakhaya,random_unrelated,,0.072244,0.095571,Both
kwaso,emakolishi,random_unrelated,,0.377384,0.309168,Both
bayahlela,emvelweni,cooccurrence,freq=12,0.232246,0.327572,Both
yena,olusha,random_unrelated,,0.115073,0.125551,Both
imbewu,yabaletha,random_unrelated,,0.222553,0.200787,Both
inyoni,izimvu,semantic_within,animals,0.458303,0.545812,Both
ukudlala,ukwelashwa,morphological,class15_infinitive,0.185373,0.324761,Both
luzoqinsekisa,"yezilwane,",random_unrelated,,0.216041,0.196229,Both
kuyasizana,wadla,cooccurrence,freq=2,0.21286,0.314002,Both
ingane,mfowethu,semantic_within,family,0.27097,0.414679,Both
ukuthu,ukuyidlulisela,morphological,class15_infinitive,0.197119,0.332983,Both
ukubuyiselwa,"ukunikela,",morphological,class15_infinitive,0.20578,0.339046,Both
ubhala,ubungani,morphological,class11,0.251796,0.371257,Both
"izwe,",733),random_unrelated,,0.129264,0.135485,Both
ukuthatha,ukusebenza.,morphological,class15_infinitive,0.19257,0.329799,Both
734),edabukisayo,random_unrelated,,0.303876,0.257713,Both
emihlanu,izinto,cooccurrence,freq=84,0.095729,0.23201,Both
"besizwe,",kwezinyanga,cooccurrence,freq=18,0.203559,0.307492,Both
nabefundisi.,176),random_unrelated,,0.372028,0.30542,Both
lwabo,"nokwethembana,",cooccurrence,freq=2,0.231446,0.327012,Both
ukufunda,umtapo,semantic_within,education,0.055581,0.263906,Both
sabo,luvikela,random_unrelated,,0.178229,0.16976,Both
owagcina,"""kwesta""",random_unrelated,,0.675219,0.517653,Both
ukubhala,umtapo,semantic_within,education,0.234848,0.389393,Both
imeya,uhulumeni,semantic_within,government,0.253601,0.402521,Both
uzithola,ushandesh,morphological,class11,0.219661,0.348762,Both
ngentshiseko,"njengabanye,",cooccurrence,freq=84,0.116997,0.246898,Both
umndenni,lizayo,random_unrelated,,0.247576,0.218303,Both
ufundisa,ulethela,morphological,class11,0.121742,0.280219,Both
amafutha,siyazi,random_unrelated,,0.274935,0.237455,Both
okhulumayo,uzophila,cooccurrence,freq=2,0.421489,0.460043,Both
uzanele,uyenze,morphological,class11,0.285605,0.394923,Both
ibhizinisi,ifaka,morphological,class5_singular,0.408906,0.481235,Both
ngiyabonga,nokunye.,random_unrelated,,0.175545,0.167882,Both
ubheka,uyolinda,morphological,class11,0.389547,0.467683,Both
njalo,ukwenza,cooccurrence,freq=276,0.10695,0.239865,Both
umculo,umrepha,semantic_within,music,0.343066,0.465146,Both
engiqale,184),random_unrelated,,0.266815,0.231771,Both
"wemyco-feeds,",ezikhulile,random_unrelated,,0.049309,0.079516,Both
ukupha,ukuzilungiselela,morphological,class15_infinitive,0.243884,0.365718,Both
no-ayanda,uzilolonge,random_unrelated,,0.45433,0.363031,Both
kumumangazile,egazini:,random_unrelated,,0.555665,0.433965,Both
wapheka,ngaphansi.,random_unrelated,,0.307176,0.260023,Both
sasemgungundlovu,somcimbi,random_unrelated,,0.386214,0.31535,Both
salo,ukusiza,random_unrelated,,0.170991,0.164694,Both
ulaura,usehoxa,morphological,class11,0.680183,0.671128,Both
alo,namakamelo,random_unrelated,,0.36803,0.302621,Both
ithuluzi,idonse,morphological,class5_singular,0.306372,0.40946,Both
webhasikidi,lezimpahla,random_unrelated,,0.335981,0.280187,Both
umasipala,icala,semantic_within,government,0.385512,0.494858,Both
ubonakele,usifundisa,morphological,class11,0.197861,0.333503,Both
ubandakanya,usale,morphological,class11,0.357245,0.445072,Both
ikhaya,indlu,semantic_within,places,0.3333,0.45831,Both
bayayigeza,zempilo,random_unrelated,,0.080554,0.101388,Both
kuyabajabulisa,nokusiza,cooccurrence,freq=2,0.260623,0.347436,Both
extra,bavame,random_unrelated,,0.260682,0.227477,Both
ikhona,itulo,morphological,class5_singular,0.163099,0.309169,Both
ibay,itoyitoyi,morphological,class5_singular,0.580057,0.60104,Both
wathanda,ezidlala,random_unrelated,,0.167977,0.162584,Both
inhlamvu,inkantolo,semantic_within,police_law,0.331441,0.457009,Both
ukudlalwa,ukuziqeqesha,morphological,class15_infinitive,0.276547,0.388583,Both
ubambisane,ulindele,morphological,class11,0.337304,0.431113,Both
ngaphandle,olukhulu,cooccurrence,freq=4,0.203426,0.307398,Both
ibhotela,umdlalo,semantic_across,food_vs_sport,0.325851,0.318096,Both
ukhwehlela,ukulivuma,morphological,class15_infinitive,0.366802,0.451761,Both
usho,ubuthongo,morphological,class11,0.357488,0.445242,Both
ukuzenzela,ukukunika,morphological,class15_infinitive,0.180689,0.321482,Both
inja,izinkomo,semantic_within,animals,0.286669,0.425668,Both
ukugebenga,ukuzindla,morphological,class15_infinitive,0.322936,0.421055,Both
nokuqonda,kungase,random_unrelated,,0.38057,0.311399,Both
uthisha,uyahamba,cooccurrence,freq=58,0.282877,0.363014,Both
izihlalo,izikhotha.,morphological,class8_plural,0.481198,0.531838,Both
izimpawu,izisho,morphological,class8_plural,0.352311,0.441618,Both
imoto,"kwesitolo,",cooccurrence,freq=2,0.260864,0.347605,Both
uqwale,ungaya,morphological,class11,0.530574,0.566402,Both
uyaphila,uyavuka,morphological,class11,0.806919,0.759843,Both
izinhlobo,izithandazo,morphological,class8_plural,0.430343,0.49624,Both
abadubulekile,"abanekhono,",morphological,class2_plural,0.272041,0.385428,Both
uzovuka,ulishebe,morphological,class11,0.322421,0.420694,Both
ucabanga,udlalwe,morphological,class11,0.440739,0.503517,Both
"abakhulu,",abaphile,morphological,class2_plural,0.277231,0.389062,Both
ezifundile,yingakho,cooccurrence,freq=2,0.153306,0.272314,Both
abakhulumi,kuyaziwa,cooccurrence,freq=678,0.25084,0.340588,Both
osezinze,nokusebenzisana.,random_unrelated,,0.195388,0.181772,Both
amakhulu,uhlelo,cooccurrence,freq=52,0.079082,0.220358,Both
urodgers,ushukela,morphological,class11,0.369207,0.453445,Both
ushintshe,utsepang,morphological,class11,0.445324,0.506727,Both
"yezokwakha,",uzame,random_unrelated,,0.394122,0.320886,Both
unomvula,uyacabanga,cooccurrence,freq=38,0.623894,0.601726,Both
idurban,ilungelo,morphological,class5_singular,0.205875,0.339112,Both
njengeligi,sidlalela,cooccurrence,freq=2,0.585434,0.574804,Both
eliphezulu,inyama,cooccurrence,freq=2,0.105752,0.239027,Both
ikhibhodi,ukuxhumana,semantic_within,technology,0.355841,0.474088,Both
unekhamera,usayine,morphological,class11,0.627713,0.634399,Both
kuvulela,yabahlali.,random_unrelated,,0.297776,0.253444,Both
"emnandi,",umndenni,cooccurrence,freq=10,0.249456,0.339619,Both
cebisile,lona,random_unrelated,,0.43982,0.352874,Both
ukungeniswa,izinsuku.,random_unrelated,,0.182379,0.172666,Both
ubuntu,ubukhosi,semantic_within,culture,0.297542,0.43328,Both
isiko,ibhola,semantic_across,culture_vs_sport,0.656661,0.549662,Both
"ngenyanga,",unkosi,cooccurrence,freq=32,0.344829,0.40638,Both
idlula,ilamontville,morphological,class5_singular,0.41681,0.486767,Both
siqonda,ibonakale,random_unrelated,,0.160006,0.157004,Both
abashayeli,inhlonipho,cooccurrence,freq=20,0.106193,0.239335,Both
ubarns,uphumelele,morphological,class11,0.292385,0.39967,Both
"becabanga,",ezizwakalayo.,random_unrelated,,0.274725,0.237307,Both
olwalugxile,elahlwa,random_unrelated,,0.6404,0.49328,Both
bakhombisa,"izinto,",cooccurrence,freq=28,0.205028,0.30852,Both
abakhiqizi,nomphakathi,cooccurrence,freq=476,0.180822,0.291576,Both
ndawonye,ube,cooccurrence,freq=66,0.209058,0.311341,Both
uyaludinga,uhla,morphological,class11,0.2942,0.40094,Both
icala,inkantolo,semantic_within,police_law,0.642602,0.674821,Both
"uthando,",uvumele,morphological,class11,0.069405,0.243584,Both
ukholwa,ukususa,morphological,class15_infinitive,0.403398,0.477379,Both
izinso,zikwazi,cooccurrence,freq=2,0.390591,0.438414,Both
siphilile,osondelene,random_unrelated,,0.300112,0.255078,Both
ehlukene,nokubhala.,cooccurrence,freq=2,0.347126,0.407988,Both
bazimisela,emakhaya,cooccurrence,freq=24,0.175037,0.287526,Both
ebezinganakwa,akhiqizwa,random_unrelated,,0.458775,0.366143,Both
esikhanyayo.,ezinganeni.,random_unrelated,,0.205319,0.188723,Both
231),abayidlalayo,random_unrelated,,0.244473,0.216131,Both
umbuso,icala,semantic_within,government,0.339633,0.462743,Both
ngezinto,yomdabu,cooccurrence,freq=4,0.044041,0.195829,Both
"esikhulu,",yokufuna,cooccurrence,freq=2,0.012369,0.173658,Both
"emsebenzini,",nanti,cooccurrence,freq=28,0.245118,0.336583,Both
uqhakambise,ubarns,morphological,class11,0.556931,0.584852,Both
ohlelweni,ukuze,cooccurrence,freq=2,0.164315,0.28002,Both
banezidingo,ukuqaphela,random_unrelated,,0.396473,0.322531,Both
zabo.,ogijima,random_unrelated,,0.182516,0.172761,Both
ucotshelelwa,ungadlali,morphological,class11,0.57605,0.598235,Both
ukhuni,izintaba,semantic_within,nature,0.05469,0.263283,Both
idurban,ihlanziwe,morphological,class5_singular,0.36515,0.450605,Both
uvame,uzokhomba,morphological,class11,0.357713,0.445399,Both
uyalala,usedubule,morphological,class11,0.161246,0.307872,Both
ukwesula,ukugqugquzelwa,morphological,class15_infinitive,0.482157,0.53251,Both
abazimisele,abafundayo,morphological,class2_plural,0.220269,0.349188,Both
isinenhlanhla,isebenzisa,morphological,class7_singular,0.153959,0.302771,Both
ukubeka,abangemthetho.,random_unrelated,,0.313431,0.264402,Both
ngolwesibili,wegoli,cooccurrence,freq=2,0.670886,0.63462,Both
abanakekeli,abasubathi,morphological,class2_plural,0.389874,0.467912,Both
"unakekeleke,",udidekile,morphological,class11,0.390978,0.468685,Both
"kwalesosizo,",encane,random_unrelated,,0.112516,0.123762,Both
abagibeli,abazama,morphological,class2_plural,0.330937,0.426656,Both
unxuse,"uhlabisa,odabuka",morphological,class11,0.420864,0.489604,Both
kujabulisa,uxhumana,random_unrelated,,0.266519,0.231563,Both
ale,nkampani,cooccurrence,freq=2,0.543458,0.545421,Both
abagulayo,abayishinshile,morphological,class2_plural,0.266445,0.381511,Both
-,business,cooccurrence,freq=2,0.492439,0.509707,Both
321),yokuwathuthukisa,random_unrelated,,0.249742,0.219819,Both
isiza,ukuthuthukiswa,cooccurrence,freq=2,0.447218,0.478052,Both
"olwanele,",wabo,cooccurrence,freq=8,0.124797,0.252358,Both
izindaba,odokotela,cooccurrence,freq=2,0.241133,0.333793,Both
bayaziwa,"lwekhaya,",cooccurrence,freq=14,0.258884,0.346219,Both
ilandele,ihollywoodbets,morphological,class5_singular,0.416331,0.486431,Both
iqukethe,irobhothi,morphological,class5_singular,0.45185,0.511295,Both
iminyakazo.,yonke,cooccurrence,freq=2,0.092194,0.229535,Both
ungadlaleli,uhlolele,morphological,class11,0.568967,0.593277,Both
ngokuvela,ewaterfront,random_unrelated,,0.45887,0.366209,Both
into.,mapulazi,random_unrelated,,0.226534,0.203574,Both
selihlulwe,bamaqembu,random_unrelated,,0.464154,0.369908,Both
ebeba,somunye.,random_unrelated,,0.422196,0.340537,Both
iphakama,ikhiqiza,morphological,class5_singular,0.180924,0.321647,Both
inyuvesi,umhlengikazi,semantic_across,education_vs_health,0.400789,0.370552,Both
ihlathi,imithi,semantic_within,nature,0.164248,0.339974,Both
bezikole,bayazithengisa,random_unrelated,,0.228393,0.204875,Both
owayegwiliza.,"ubumningi,",random_unrelated,,0.507192,0.400035,Both
"ukuthuthuka,",ukhuluma,morphological,class15_infinitive,0.17167,0.315169,Both
edide,wangabhalisa,cooccurrence,freq=2,0.535164,0.539615,Both
ijaha,iphethe,morphological,class5_singular,0.31923,0.418461,Both
ukusekela,bazigweme,random_unrelated,,0.298459,0.253921,Both
umasipala,umbuso,semantic_within,government,0.408149,0.510704,Both
umndeni,uphiwayinkosi,cooccurrence,freq=16,0.346171,0.40732,Both
ulwandle,ubuso,morphological,class11,0.338355,0.431848,Both
ehlathini,neulwazi,cooccurrence,freq=8,0.1649,0.28043,Both
izinja,umasipala,semantic_across,animals_vs_government,0.216666,0.241666,Both
umbhalo,amaculo,semantic_within,music,0.374732,0.487312,Both
669),siqhubeka,random_unrelated,,0.112151,0.123506,Both
"imoto,",impilo.,morphological,class9_singular,0.0518,0.23126,Both
beqhubeka,"ngcobo,",cooccurrence,freq=2,0.433427,0.468399,Both
“ukuba,egcekeni,random_unrelated,,0.089846,0.107892,Both
abanesifo,zothando,random_unrelated,,0.17362,0.166534,Both
siwuthatha,ukuthutheleka,random_unrelated,,0.344353,0.286047,Both
"ilanga,",igingqike,morphological,class5_singular,0.139736,0.292815,Both
ohlala,ophulukisa,cooccurrence,freq=36,0.672244,0.635571,Both
999),kuyasithatha,random_unrelated,,0.16892,0.163244,Both
utshani,uziphatha,morphological,class11,0.058186,0.23573,Both
umfana,isiko,semantic_across,family_vs_culture,0.114807,0.170365,Both
obukhethekile,uyahlanza,cooccurrence,freq=14,0.401503,0.446052,Both
abalima,abacindezelekayo,morphological,class2_plural,0.354554,0.443188,Both
"belunezingqinamba,","ebusika,",random_unrelated,,0.435306,0.349714,Both
izinombolo.,esishaqisayo.,random_unrelated,,0.471019,0.374714,Both
asolwa,nolimi.,random_unrelated,,0.202479,0.186735,Both
esigodini,zakhe,cooccurrence,freq=8,0.142288,0.264602,Both
inkosi,imeya,semantic_within,government,0.07995,0.280965,Both
uwucishe,unqambothi,morphological,class11,0.681715,0.6722,Both
"ukwethembana,",ukuxwayisa,morphological,class15_infinitive,0.305603,0.408922,Both
usisi,uyaqhubeka.,morphological,class11,0.197393,0.333175,Both
siyayikazela,zezinye,random_unrelated,,0.282766,0.242936,Both
bafunda,uthishomkhulu,random_unrelated,,0.159435,0.156605,Both
ababuthaka,elikhelwa,random_unrelated,,0.171429,0.165,Both
udlula,u-100,morphological,class11,0.49327,0.540289,Both
ifunda,umabuya,random_unrelated,,0.387932,0.316552,Both
ifinyelele,i-addington,morphological,class5_singular,-0.010419,0.187707,Both
babhekelelwe,kwezokuphatha.,random_unrelated,,0.406946,0.329862,Both
izinkulisa,omkhulu,cooccurrence,freq=22,0.161131,0.277792,Both
eseceleni.,yesibili,random_unrelated,,0.320705,0.269494,Both
yawo.,igcina,random_unrelated,,0.390306,0.318214,Both
elizohambisana,muzi.,random_unrelated,,0.46826,0.372782,Both
abathanda,nomphakathi,cooccurrence,freq=86,0.152188,0.271532,Both
uhlela,usayine,morphological,class11,-0.027113,0.176021,Both
akhe.,sporty,random_unrelated,,0.216383,0.196468,Both
ehhovisi,emalini,random_unrelated,,0.426121,0.343285,Both
babuya,"emini,",cooccurrence,freq=4,0.307142,0.379999,Both
abekelwe,njengempukane,random_unrelated,,0.449886,0.359921,Both
izindlalifa,lesihlanu,cooccurrence,freq=36,0.330143,0.3961,Both
ubeast,uukuthi,morphological,class11,0.187854,0.326498,Both
athathe,adlulele,random_unrelated,,0.430474,0.346332,Both
bakhombisa,nezinto,cooccurrence,freq=10,0.383592,0.433514,Both
nezitshalo,ukulungiselela,random_unrelated,,0.192005,0.179403,Both
uzandile,ubesemhlabeni,morphological,class11,0.43711,0.500977,Both
olubizwa,bahlanganyela,random_unrelated,,0.315871,0.266109,Both
kuhle,uzokwakha,random_unrelated,,0.199538,0.184677,Both
izeluleko,izobasiza,morphological,class8_plural,0.460244,0.517171,Both
labantu,unomsa,cooccurrence,freq=4,0.145021,0.266515,Both
ufune,ungalihloniphi,morphological,class11,0.499107,0.544375,Both
ukholelwa,ukuphephile,morphological,class15_infinitive,0.290576,0.398403,Both
abanzi,ababhekana,morphological,class2_plural,0.371403,0.454982,Both
abaningi,ulwazi,cooccurrence,freq=36,0.131421,0.256995,Both
uyamangalisa,"uqobo,",morphological,class11,0.395089,0.471562,Both
bahlale,nabo,cooccurrence,freq=12,0.200882,0.305617,Both
lwezenhlalo,ukuba,cooccurrence,freq=2,0.215966,0.316176,Both
bayilandela,sihlale,cooccurrence,freq=7974,0.752258,0.69158,Both
wesizulu,usikhulisile,random_unrelated,,0.222068,0.200448,Both
ukuba,ukuletha,morphological,class15_infinitive,0.141737,0.294216,Both
ukhohlwe,ukuzisola,morphological,class15_infinitive,0.495428,0.5418,Both
ubhala,untencane,morphological,class11,0.440398,0.503279,Both
uyajabula.,ubuhlungu,morphological,class11,0.161603,0.308122,Both
ihhovisi,"iphakeme,",morphological,class5_singular,0.192657,0.32986,Both
uphoqeleke,intambo,random_unrelated,,0.573889,0.446723,Both
kuyahlanza,ezine-caffeine:,random_unrelated,,0.234271,0.20899,Both
"zikatamara,",kusenemali,random_unrelated,,0.662343,0.50864,Both
uphile,"uhlabisa,odabuka",morphological,class11,0.196599,0.332619,Both
beef,usanele,random_unrelated,,0.416447,0.336513,Both
amaholidi,"konyaka,",cooccurrence,freq=2,0.081509,0.222057,Both
643),nograde,random_unrelated,,0.540229,0.42316,Both
zamabhasi,eyengamele,random_unrelated,,0.472442,0.37571,Both
lelo,ubuhle,cooccurrence,freq=38,0.212169,0.313518,Both
inyuvesi,impumelelo,semantic_within,education,0.159687,0.336781,Both
uyabazi,uyedlulela,morphological,class11,0.193317,0.330322,Both
umfana,mfowethu,semantic_within,family,0.541967,0.604377,Both
"abathathu,",abanikazi,morphological,class2_plural,0.244382,0.366068,Both
uyazinikela,kuqinisekiswe,random_unrelated,,0.147632,0.148342,Both
emsebenzini,"wokwenza,",cooccurrence,freq=104,0.092272,0.229591,Both
ibhange,amasheya,semantic_within,money,0.314043,0.44483,Both
uyaphuza,wesilisa,cooccurrence,freq=22,0.367459,0.422221,Both
avikele,bafundisa,random_unrelated,,0.221062,0.199744,Both
elikhethekile,kuqala,cooccurrence,freq=20,0.328014,0.394609,Both
ijabule,ibig,morphological,class5_singular,0.114574,0.275202,Both
bawenza,ongazenza,random_unrelated,,0.484617,0.384232,Both
bazofunda,"kweviki,",cooccurrence,freq=2,0.285133,0.364593,Both
igiya,"i-mathemetics,",morphological,class5_singular,0.47416,0.526912,Both
abantu,isithelo,cooccurrence,freq=78,0.132558,0.257791,Both
itheku,isiteshi,semantic_within,places,0.327145,0.454001,Both
basebenza,"wasekhaya,",cooccurrence,freq=4,0.063901,0.20973,Both
"kakhulu,",nezikhawu,cooccurrence,freq=2,0.058592,0.206015,Both
i-imicabango,iyakha,morphological,class5_singular,0.431398,0.496979,Both
220),esicacile,random_unrelated,,0.376389,0.308473,Both
yomakhelwane,nezokujabula,random_unrelated,,0.090077,0.108054,Both
eshilo,uyabonga,cooccurrence,freq=50,0.259903,0.346932,Both
"okwesibhakabhaka,",abasolwa,random_unrelated,,0.370003,0.304002,Both
ngesigqi,se-house,cooccurrence,freq=2,0.721349,0.669944,Both
abanye,ukwethembana,cooccurrence,freq=2,0.079555,0.220689,Both
bonke,walala,cooccurrence,freq=8,0.17992,0.290944,Both
"kwesikhathi,",wahamba,cooccurrence,freq=2,0.221421,0.319995,Both
abantu.,uyasebenza,cooccurrence,freq=8,0.206549,0.309584,Both
unksz,udumo,morphological,class11,0.548495,0.578947,Both
ichiefs,yepremiership,cooccurrence,freq=2,0.79937,0.724559,Both
bezwa,okwanele,cooccurrence,freq=144,0.145495,0.266846,Both
lenkohlakalo,ngemiphumela,random_unrelated,,0.324227,0.271959,Both
"opholile,",esitayeleni,random_unrelated,,0.332113,0.277479,Both
499),zonke,cooccurrence,freq=2,0.23643,0.330501,Both
ukusebenzela,ukhala,morphological,class15_infinitive,0.265603,0.380922,Both
ubaba,"zokufunda,",cooccurrence,freq=2,0.269592,0.353715,Both
991),isivele,random_unrelated,,0.447769,0.358438,Both
ngothando,okwakha,cooccurrence,freq=4,0.188813,0.297169,Both
kwesikhathi,"zemindeni,",cooccurrence,freq=30,0.171607,0.285125,Both
konyaka,lethu,cooccurrence,freq=254,0.256752,0.344726,Both
ngasemkhambathini.,science,random_unrelated,,0.373552,0.306487,Both
ingahlangene,izinhlobo,random_unrelated,,0.129413,0.135589,Both
zesikole,551),random_unrelated,,0.152083,0.151458,Both
ushayela,unesiyezi,morphological,class11,0.419162,0.488413,Both
umfundi,uthisha,semantic_within,education,0.576223,0.628356,Both
nezafukula,"emidlalweni,",random_unrelated,,0.289747,0.247823,Both
bazibandakanya,ephakeme,cooccurrence,freq=106,0.04645,0.197515,Both
"(sba),”",wuphiko,random_unrelated,,0.793363,0.600354,Both
noizimali,umphikeleli,cooccurrence,freq=2,0.385624,0.434937,Both
uzokwakha,uthabethe,morphological,class11,0.304869,0.408408,Both
ngiyabakhuthaza,yami,cooccurrence,freq=2,0.436485,0.470539,Both
ineminyaka,"intsha,",morphological,class9_singular,0.331666,0.427167,Both
ihhashi,ilaka,morphological,class5_singular,0.575731,0.598012,Both
izindawo,nangabezindawo,cooccurrence,freq=2,0.481498,0.502049,Both
enhliziyweni,izolo,cooccurrence,freq=100,0.194106,0.300874,Both
