query_word,candidate,cosine_similarity,rank,above_threshold,noun_class_match,note
kuphetha,"eziyisithupha,",0.669,7,YES,YES,Strong candidate
kuphetha,kushaywa,0.6557,8,YES,YES,Strong candidate
kuphetha,kuvezwe,0.6511,9,YES,YES,Strong candidate
kuphetha,uphethiloli,0.6509,10,YES,YES,Strong candidate
kuphi,yikuphi,0.7969,1,YES,YES,Strong candidate
kuphi,emhlabeni,0.6206,2,YES,YES,Strong candidate
kuphi,unaliphi,0.5951,3,YES,YES,Moderate candidate
kuphi,kuphoqe,0.5909,4,YES,YES,Moderate candidate
kuphi,kuphele,0.5883,5,YES,YES,Moderate candidate
kuphi,emhlane,0.5871,6,YES,YES,Moderate candidate
kuphi,kuphetha,0.5723,7,YES,YES,Moderate candidate
kuphi,phiri,0.5586,8,YES,YES,Moderate candidate
kuphi,kuyisihluthulelo,0.5463,9,YES,YES,Moderate candidate
kuphi,kudala,0.5457,10,YES,YES,Moderate candidate
kuphoqe,house,0.7076,1,YES,YES,Strong candidate
kuphoqe,kujike,0.6912,2,YES,YES,Strong candidate
kuphoqe,kude,0.6895,3,YES,YES,Strong candidate
kuphoqe,kufike,0.6877,4,YES,YES,Strong candidate
kuphoqe,kugwenywe,0.6871,5,YES,YES,Strong candidate
kuphoqe,kucishe,0.6845,6,YES,YES,Strong candidate
kuphoqe,coffee,0.6831,7,YES,YES,Strong candidate
kuphoqe,kugrade,0.6733,8,YES,YES,Strong candidate
kuphoqe,college,0.6599,9,YES,YES,Strong candidate
kuphoqe,kumenywe,0.6583,10,YES,YES,Strong candidate
kuphume,luphumelele,0.6511,1,YES,YES,Strong candidate
kuphume,kuphoqe,0.6285,2,YES,YES,Strong candidate
kuphume,ngokuphumelelayo,0.6183,3,YES,YES,Strong candidate
kuphume,phuthume,0.6093,4,YES,YES,Strong candidate
kuphume,zokuphumelela,0.6017,5,YES,YES,Strong candidate
kuphume,yokuphumelelisa,0.5821,6,YES,YES,Moderate candidate
kuphume,bazithumele,0.5741,7,YES,YES,Moderate candidate
kuphume,akawuphumelelanga,0.5568,8,YES,YES,Moderate candidate
kuphume,nokuphumelela,0.5533,9,YES,YES,Moderate candidate
kuphume,evume,0.552,10,YES,YES,Moderate candidate
kuqale,kuqalwa,0.7975,1,YES,YES,Strong candidate
kuqale,kuqala,0.7625,2,YES,YES,Strong candidate
kuqale,uqale,0.7135,3,YES,YES,Strong candidate
kuqale,luqale,0.6985,4,YES,YES,Strong candidate
kuqale,aqale,0.6621,5,YES,YES,Strong candidate
kuqale,yakuqala,0.6279,6,YES,YES,Strong candidate
kuqale,ekuqaleni,0.611,7,YES,YES,Strong candidate
kuqale,beqale,0.6023,8,YES,YES,Strong candidate
kuqale,ekupheleni,0.6022,9,YES,YES,Strong candidate
kuqale,kucishe,0.5927,10,YES,YES,Moderate candidate
kuqalwa,kuqala,0.7994,1,YES,YES,Strong candidate
kuqalwa,kuqale,0.7975,2,YES,YES,Strong candidate
kuqalwa,kuvalwa,0.7688,3,YES,YES,Strong candidate
kuqalwa,yakuqala,0.7207,4,YES,YES,Strong candidate
kuqalwa,kutshalwa,0.7147,5,YES,YES,Strong candidate
kuqalwa,lwakuqala,0.7118,6,YES,YES,Strong candidate
kuqalwa,lokuqala,0.688,7,YES,YES,Strong candidate
kuqalwa,ezimbalwa,0.6652,8,YES,YES,Strong candidate
kuqalwa,ambalwa,0.6549,9,YES,YES,Strong candidate
kuqalwa,lokuqothwa,0.6523,10,YES,YES,Strong candidate
kuqinisa,kuqinisekisa,0.8436,1,YES,YES,Strong candidate
kuqinisa,ekuqiniseni,0.7326,2,YES,YES,Strong candidate
kuqinisa,nokuqinisa,0.7312,3,YES,YES,Strong candidate
kuqinisa,kuqinisekiswe,0.7263,4,YES,YES,Strong candidate
kuqinisa,nokuqinisekisa,0.7081,5,YES,YES,Strong candidate
kuqinisa,ekuqinisekiseni,0.6949,6,YES,YES,Strong candidate
kuqinisa,ngiqinisekisa,0.6844,7,YES,YES,Strong candidate
kuqinisa,"kuqinile,",0.6708,8,YES,YES,Strong candidate
kuqinisa,beqinisekisa,0.6524,9,YES,YES,Strong candidate
kuqinisa,uqinisekise,0.6447,10,YES,YES,Strong candidate
kuqinisekisa,kuqinisekiswe,0.8979,1,YES,YES,Strong candidate
kuqinisekisa,beqinisekisa,0.885,2,YES,YES,Strong candidate
kuqinisekisa,nokuqinisekisa,0.879,3,YES,YES,Strong candidate
kuqinisekisa,ngaqinisekisa,0.8765,4,YES,YES,Strong candidate
kuqinisekisa,ekuqinisekiseni,0.8686,5,YES,YES,Strong candidate
kuqinisekisa,ngiqinisekisa,0.8647,6,YES,YES,Strong candidate
kuqinisekisa,eqinisekisa,0.8645,7,YES,YES,Strong candidate
kuqinisekisa,uqinisekise,0.848,8,YES,YES,Strong candidate
kuqinisekisa,kuqinisa,0.8436,9,YES,YES,Strong candidate
kuqinisekisa,uqinisekisile,0.8183,10,YES,YES,Strong candidate
kuqinisekiswe,kuqinisekisa,0.8979,1,YES,YES,Strong candidate
kuqinisekiswe,uqinisekise,0.8877,2,YES,YES,Strong candidate
kuqinisekiswe,ekuqinisekiseni,0.8471,3,YES,YES,Strong candidate
kuqinisekiswe,nokuqinisekisa,0.8282,4,YES,YES,Strong candidate
kuqinisekiswe,uqinisekisile,0.8264,5,YES,YES,Strong candidate
kuqinisekiswe,ngaqinisekisa,0.8095,6,YES,YES,Strong candidate
kuqinisekiswe,ngiqinisekise,0.8042,7,YES,YES,Strong candidate
kuqinisekiswe,ngiqinisekisa,0.8004,8,YES,YES,Strong candidate
kuqinisekiswe,eqinisekisa,0.7986,9,YES,YES,Strong candidate
kuqinisekiswe,beqinisekisa,0.7891,10,YES,YES,Strong candidate
kusaba,kushaywa,0.7067,1,YES,YES,Strong candidate
kusaba,kusuka,0.6873,2,YES,YES,Strong candidate
kusaba,saba,0.687,3,YES,YES,Strong candidate
kusaba,kusasa,0.6539,4,YES,YES,Strong candidate
kusaba,kusangenzeka,0.6461,5,YES,YES,Strong candidate
kusaba,kusukela,0.6388,6,YES,YES,Strong candidate
kusaba,kudala,0.6345,7,YES,YES,Strong candidate
kusaba,uyesaba,0.6245,8,YES,YES,Strong candidate
kusaba,kunomusa,0.6188,9,YES,YES,Strong candidate
kusaba,kushisa,0.6183,10,YES,YES,Strong candidate
kusadinga,edinga,0.8115,1,YES,YES,Strong candidate
kusadinga,badinga,0.8104,2,YES,YES,Strong candidate
kusadinga,bedinga,0.7647,3,YES,YES,Strong candidate
kusadinga,liyadinga,0.7227,4,YES,YES,Strong candidate
kusadinga,esasidinga,0.6936,5,YES,YES,Strong candidate
kusadinga,sidinga,0.6832,6,YES,YES,Strong candidate
kusadinga,kugrade,0.6827,7,YES,YES,Strong candidate
kusadinga,udinga,0.6736,8,YES,YES,Strong candidate
kusadinga,sizodinga,0.6567,9,YES,YES,Strong candidate
kusadinga,kuyona,0.6273,10,YES,YES,Strong candidate
kusangenzeka,kungenzeka,0.8897,1,YES,YES,Strong candidate
kusangenzeka,okungenzeka,0.8615,2,YES,YES,Strong candidate
kusangenzeka,kwenzeka,0.8377,3,YES,YES,Strong candidate
kusangenzeka,kuyenzeka,0.8223,4,YES,YES,Strong candidate
kusangenzeka,okwenzeka,0.8044,5,YES,YES,Strong candidate
kusangenzeka,uhlinzeka,0.7565,6,YES,YES,Strong candidate
kusangenzeka,zihlinzeka,0.7355,7,YES,YES,Strong candidate
kusangenzeka,"okungenzeka,",0.7243,8,YES,YES,Strong candidate
kusangenzeka,kwenze,0.6951,9,YES,YES,Strong candidate
kusangenzeka,kwenzeke,0.6867,10,YES,YES,Strong candidate
kusebenza,ayesebenza,0.7463,1,YES,YES,Strong candidate
kusebenza,esebenza,0.7403,2,YES,YES,Strong candidate
kusebenza,usebenza,0.7249,3,YES,YES,Strong candidate
kusebenza,lusebenza,0.6805,4,YES,YES,Strong candidate
kusebenza,okusebenza,0.6643,5,YES,YES,Strong candidate
kusebenza,sokusebenza,0.663,6,YES,YES,Strong candidate
kusebenza,osebenza,0.6418,7,YES,YES,Strong candidate
kusebenza,bazosebenza,0.6402,8,YES,YES,Strong candidate
kusebenza,kunesidingo,0.6247,9,YES,YES,Strong candidate
kusebenza,kusaba,0.6057,10,YES,YES,Strong candidate
kusemahlombe,housewives,0.7385,1,YES,YES,Strong candidate
kusemahlombe,kugwemeke,0.7362,2,YES,YES,Strong candidate
kusemahlombe,kungase,0.7336,3,YES,YES,Strong candidate
kusemahlombe,kwi-podcast,0.7249,4,YES,YES,Strong candidate
kusemahlombe,kusemqoka,0.7145,5,YES,YES,Strong candidate
kusemahlombe,kwifoundation,0.7109,6,YES,YES,Strong candidate
kusemahlombe,marathon,0.7106,7,YES,YES,Strong candidate
kusemahlombe,corpus,0.7106,8,YES,YES,Strong candidate
kusemahlombe,nasemanyuvesi.,0.71,9,YES,YES,Strong candidate
kusemahlombe,management,0.7093,10,YES,YES,Strong candidate
kusemqoka,emqoka,0.8285,1,YES,YES,Strong candidate
kusemqoka,kumqoka,0.815,2,YES,YES,Strong candidate
kusemqoka,ezimqoka,0.7315,3,YES,YES,Strong candidate
kusemqoka,kubhoka,0.7247,4,YES,YES,Strong candidate
kusemqoka,olusemqoka,0.7221,5,YES,YES,Strong candidate
kusemqoka,okumqoka,0.7148,6,YES,YES,Strong candidate
kusemqoka,kusemahlombe,0.7145,7,YES,YES,Strong candidate
kusemqoka,kusuka,0.7108,8,YES,YES,Strong candidate
kusemqoka,ezisemqoka,0.6987,9,YES,YES,Strong candidate
kusemqoka,kusemqondweni,0.6933,10,YES,YES,Strong candidate
kusemqondweni,engqondweni,0.7903,1,YES,YES,Strong candidate
kusemqondweni,emilandweni,0.772,2,YES,YES,Strong candidate
kusemqondweni,ophikweni,0.7183,3,YES,YES,Strong candidate
kusemqondweni,"nasemqondweni,",0.7145,4,YES,YES,Strong candidate
kusemqondweni,emfundweni,0.7019,5,YES,YES,Strong candidate
kusemqondweni,emotweni,0.7004,6,YES,YES,Strong candidate
kusemqondweni,okhethweni,0.698,7,YES,YES,Strong candidate
kusemqondweni,kusemqoka,0.6933,8,YES,YES,Strong candidate
kusemqondweni,emthethweni,0.6927,9,YES,YES,Strong candidate
kusemqondweni,emnothweni,0.6925,10,YES,YES,Strong candidate
kusetshenziswa,esetshenziswa,0.9467,1,YES,YES,Strong candidate
kusetshenziswa,lisetshenziswa,0.9128,2,YES,YES,Strong candidate
kusetshenziswa,ungasetshenziswa,0.8964,3,YES,YES,Strong candidate
kusetshenziswa,asetshenziswa,0.8916,4,YES,YES,Strong candidate
kusetshenziswa,ezisetshenziswa,0.8816,5,YES,YES,Strong candidate
kusetshenziswa,kwasetshenzwa,0.8004,6,YES,YES,Strong candidate
kusetshenziswa,zisetshenziswe,0.7833,7,YES,YES,Strong candidate
kusetshenziswa,nokusetshenziswa,0.7345,8,YES,YES,Strong candidate
kusetshenziswa,ezisetshenzisiwe,0.6989,9,YES,YES,Strong candidate
kusetshenziswa,ngekhwalithi,0.5891,10,YES,YES,Moderate candidate
kushaye,kushaywa,0.8164,1,YES,YES,Strong candidate
kushaye,kusemahlombe,0.7035,2,YES,YES,Strong candidate
kushaye,kungase,0.6989,3,YES,YES,Strong candidate
kushaye,ushiye,0.668,4,YES,YES,Strong candidate
kushaye,laye,0.65,5,YES,YES,Strong candidate
kushaye,kwiscience,0.6489,6,YES,YES,Strong candidate
kushaye,kuye,0.6475,7,YES,YES,Strong candidate
kushaye,ushaywe,0.6473,8,YES,YES,Strong candidate
kushaye,house,0.6468,9,YES,YES,Strong candidate
kushaye,enye,0.6439,10,YES,YES,Strong candidate
kushaywa,kushaye,0.8164,1,YES,YES,Strong candidate
kushaywa,kutshalwa,0.7649,2,YES,YES,Strong candidate
kushaywa,kushiwo,0.7434,3,YES,YES,Strong candidate
kushaywa,kuvalwa,0.7427,4,YES,YES,Strong candidate
kushaywa,kushisa,0.7124,5,YES,YES,Strong candidate
kushaywa,kwamenyezelwa,0.7114,6,YES,YES,Strong candidate
kushaywa,kushisa.,0.709,7,YES,YES,Strong candidate
kushaywa,kusaba,0.7067,8,YES,YES,Strong candidate
kushaywa,bazoyithathaphi,0.7021,9,YES,YES,Strong candidate
kushaywa,kusuka,0.6986,10,YES,YES,Strong candidate
kusheshe,basheshe,0.7358,1,YES,YES,Strong candidate
kusheshe,phesheya,0.6826,2,YES,YES,Strong candidate
kusheshe,olushesha,0.6563,3,YES,YES,Strong candidate
kusheshe,esheshayo,0.6402,4,YES,YES,Strong candidate
kusheshe,ngokushesha,0.6218,5,YES,YES,Strong candidate
kusheshe,ebephesheya,0.6192,6,YES,YES,Strong candidate
kusheshe,ephesheya,0.6154,7,YES,YES,Strong candidate
kusheshe,bayashesha,0.6043,8,YES,YES,Strong candidate
kusheshe,cishe,0.6005,9,YES,YES,Strong candidate
kusheshe,kushaywa,0.5933,10,YES,YES,Moderate candidate
kushisa,okushisa,0.8355,1,YES,YES,Strong candidate
kushisa,oshisa,0.8223,2,YES,YES,Strong candidate
kushisa,kushaywa,0.7124,3,YES,YES,Strong candidate
kushisa,kushisa.,0.684,4,YES,YES,Strong candidate
kushisa,kushiwo,0.6691,5,YES,YES,Strong candidate
kushisa,ngelanga,0.6383,6,YES,YES,Strong candidate
kushisa,kusuka,0.6348,7,YES,YES,Strong candidate
kushisa,kusaba,0.6183,8,YES,YES,Strong candidate
kushisa,bafaka,0.6034,9,YES,YES,Strong candidate
kushisa,ngasekupheleni,0.596,10,YES,YES,Moderate candidate
kushiwo,kushaywa,0.7434,1,YES,YES,Strong candidate
kushiwo,kushisa.,0.6759,2,YES,YES,Strong candidate
kushiwo,kushisa,0.6691,3,YES,YES,Strong candidate
kushiwo,kwashiwo,0.6619,4,YES,YES,Strong candidate
kushiwo,esewumphathiswa,0.6615,5,YES,YES,Strong candidate
kushiwo,wawushiya,0.64,6,YES,YES,Strong candidate
kushiwo,kwathiwa,0.6384,7,YES,YES,Strong candidate
kushiwo,ezoshaywa,0.6288,8,YES,YES,Strong candidate
kushiwo,wumphathiswa,0.6283,9,YES,YES,Strong candidate
kushiwo,kutshalwa,0.618,10,YES,YES,Strong candidate
kusho,akusho,0.8285,1,YES,YES,Strong candidate
kusho,okusho,0.7151,2,YES,YES,Strong candidate
kusho,ngikusho,0.6952,3,YES,YES,Strong candidate
kusho,kanokusho,0.6652,4,YES,YES,Strong candidate
kusho,kungakho,0.6485,5,YES,YES,Strong candidate
kusho,kude,0.6468,6,YES,YES,Strong candidate
kusho,kuza,0.6398,7,YES,YES,Strong candidate
kusho,ku-n3,0.6353,8,YES,YES,Strong candidate
kusho,usho,0.6268,9,YES,YES,Strong candidate
kusho,kuvela,0.6268,10,YES,YES,Strong candidate
kusisekelo,sisekelo,0.8787,1,YES,YES,Strong candidate
kusisekelo,"eyisisekelo,",0.8168,2,YES,YES,Strong candidate
kusisekelo,sisekele,0.8136,3,YES,YES,Strong candidate
kusisekelo,kuyisisekelo,0.7735,4,YES,YES,Strong candidate
kusisekelo,esiqinile,0.7044,5,YES,YES,Strong candidate
kusisekelo,ewuhlobo,0.6631,6,YES,YES,Strong candidate
kusisekelo,buqinile.,0.6462,7,YES,YES,Strong candidate
kusisekelo,uhlobo,0.6404,8,YES,YES,Strong candidate
kusisekelo,buqinile,0.6331,9,YES,YES,Strong candidate
kusisekelo,nentshisekelo,0.6303,10,YES,YES,Strong candidate
kusisiza,sisiza,0.7783,1,YES,YES,Strong candidate
kusisiza,usisiza,0.7722,2,YES,YES,Strong candidate
kusisiza,sisizane,0.6435,3,YES,YES,Strong candidate
kusisiza,kujabulisa,0.582,4,YES,YES,Moderate candidate
kusisiza,kusiza,0.5808,5,YES,YES,Moderate candidate
kusisiza,kuwena,0.5646,6,YES,YES,Moderate candidate
kusisiza,kungakusiza,0.563,7,YES,YES,Moderate candidate
kusisiza,sivuka,0.5605,8,YES,YES,Moderate candidate
kusisiza,okumjabulise,0.5591,9,YES,YES,Moderate candidate
kusisiza,"kolindelo,",0.5534,10,YES,YES,Moderate candidate
kusiza,kumvikela,0.77,1,YES,YES,Strong candidate
kusiza,kungakusiza,0.7565,2,YES,YES,Strong candidate
kusiza,kukusiza,0.755,3,YES,YES,Strong candidate
kusiza,kusizwe,0.6877,4,YES,YES,Strong candidate
kusiza,kumnika,0.6789,5,YES,YES,Strong candidate
kusiza,kudingekile,0.6771,6,YES,YES,Strong candidate
kusiza,kumenza,0.6757,7,YES,YES,Strong candidate
kusiza,kujabulisa,0.6729,8,YES,YES,Strong candidate
kusiza,uyakuthanda,0.6697,9,YES,YES,Strong candidate
kusiza,kumhlanganisa,0.6646,10,YES,YES,Strong candidate
kusizini,kumasizini,0.886,1,YES,YES,Strong candidate
kusizini,sizini,0.7824,2,YES,YES,Strong candidate
kusizini,ezintweni,0.7088,3,YES,YES,Strong candidate
kusizini,engozini,0.6974,4,YES,YES,Strong candidate
kusizini,ezintabeni,0.6886,5,YES,YES,Strong candidate
kusizini,eceleni,0.686,6,YES,YES,Strong candidate
kusizini,esontweni,0.6855,7,YES,YES,Strong candidate
kusizini,emotweni,0.6839,8,YES,YES,Strong candidate
kusizini,eqenjini,0.6792,9,YES,YES,Strong candidate
kusizini,wesizini,0.6733,10,YES,YES,Strong candidate
kusizwe,kusiza,0.6877,1,YES,YES,Strong candidate
kusizwe,kumenyezelwe,0.6836,2,YES,YES,Strong candidate
kusizwe,azizwe,0.6756,3,YES,YES,Strong candidate
kusizwe,kumenywe,0.6621,4,YES,YES,Strong candidate
kusizwe,kusizini,0.6467,5,YES,YES,Strong candidate
kusizwe,kudingekile,0.638,6,YES,YES,Strong candidate
kusizwe,kujabulisa,0.6355,7,YES,YES,Strong candidate
kusizwe,kumvikela,0.6176,8,YES,YES,Strong candidate
kusizwe,lizizwe,0.6113,9,YES,YES,Strong candidate
kusizwe,kumfundi,0.6096,10,YES,YES,Strong candidate
kusuka,esuka,0.7473,1,YES,YES,Strong candidate
kusuka,kusukela,0.7116,2,YES,YES,Strong candidate
kusuka,kusemqoka,0.7108,3,YES,YES,Strong candidate
kusuka,kushaywa,0.6986,4,YES,YES,Strong candidate
kusuka,kubhoka,0.6908,5,YES,YES,Strong candidate
kusuka,kusaba,0.6873,6,YES,YES,Strong candidate
kusuka,kumqoka,0.6718,7,YES,YES,Strong candidate
kusuka,kufika,0.6441,8,YES,YES,Strong candidate
kusuka,kufaka,0.6392,9,YES,YES,Strong candidate
kusuka,kushisa,0.6348,10,YES,YES,Strong candidate
kusuke,kuke,0.8051,1,YES,YES,Strong candidate
kusuke,usuke,0.7306,2,YES,YES,Strong candidate
kusuke,kufike,0.7234,3,YES,YES,Strong candidate
kusuke,kujike,0.7185,4,YES,YES,Strong candidate
kusuke,sekuke,0.7089,5,YES,YES,Strong candidate
kusuke,osuke,0.697,6,YES,YES,Strong candidate
kusuke,kugrade,0.6926,7,YES,YES,Strong candidate
kusuke,lisuke,0.6834,8,YES,YES,Strong candidate
kusuke,afike,0.6647,9,YES,YES,Strong candidate
kusuke,kugwemeke,0.6636,10,YES,YES,Strong candidate
kusukela,kusuka,0.7116,1,YES,YES,Strong candidate
kusukela,kuvela,0.6948,2,YES,YES,Strong candidate
kusukela,kusaba,0.6388,3,YES,YES,Strong candidate
kusukela,kushaywa,0.6335,4,YES,YES,Strong candidate
kusukela,kusuke,0.6315,5,YES,YES,Strong candidate
kusukela,babukela,0.6271,6,YES,YES,Strong candidate
kusukela,kusho,0.6106,7,YES,YES,Strong candidate
kusukela,kuthela,0.6054,8,YES,YES,Strong candidate
kusukela,kwavela,0.592,9,YES,YES,Moderate candidate
kusukela,kungakusiza,0.5888,10,YES,YES,Moderate candidate
kuthe,kude,0.7789,1,YES,YES,Strong candidate
kuthe,ku-n3,0.7687,2,YES,YES,Strong candidate
kuthe,kugrade,0.7506,3,YES,YES,Strong candidate
kuthe,kujike,0.7276,4,YES,YES,Strong candidate
kuthe,kuthele,0.7256,5,YES,YES,Strong candidate
kuthe,kuthela,0.712,6,YES,YES,Strong candidate
kuthe,kutholwe,0.7089,7,YES,YES,Strong candidate
kuthe,kucishe,0.7086,8,YES,YES,Strong candidate
kuthe,kule,0.6908,9,YES,YES,Strong candidate
kuthe,kugwenywe,0.6841,10,YES,YES,Strong candidate
kuthela,kuthele,0.8078,1,YES,YES,Strong candidate
kuthela,kuthe,0.712,2,YES,YES,Strong candidate
kuthela,kuza,0.6731,3,YES,YES,Strong candidate
kuthela,kuthi,0.6373,4,YES,YES,Strong candidate
kuthela,kumvikela,0.6344,5,YES,YES,Strong candidate
kuthela,kuvela,0.6256,6,YES,YES,Strong candidate
kuthela,kujabulisa,0.6202,7,YES,YES,Strong candidate
kuthela,ezingqungqutheleni,0.6174,8,YES,YES,Strong candidate
kuthela,kuzoba,0.6127,9,YES,YES,Strong candidate
kuthela,kutshalwa,0.6061,10,YES,YES,Strong candidate
kuthele,kuthela,0.8078,1,YES,YES,Strong candidate
kuthele,uzithele,0.7273,2,YES,YES,Strong candidate
kuthele,kuthe,0.7256,3,YES,YES,Strong candidate
kuthele,okhuthele,0.7063,4,YES,YES,Strong candidate
kuthele,ezingqungqutheleni,0.6622,5,YES,YES,Strong candidate
kuthele,uqhele,0.6469,6,YES,YES,Strong candidate
kuthele,kulezi,0.6204,7,YES,YES,Strong candidate
kuthele,ezikhuthele,0.6188,8,YES,YES,Strong candidate
kuthele,kufika,0.6129,9,YES,YES,Strong candidate
kuthele,kumasizini,0.6048,10,YES,YES,Strong candidate
kuthi,kuwukuthi,0.856,1,YES,YES,Strong candidate
kuthi,kungukuthi,0.7805,2,YES,YES,Strong candidate
kuthi,wukuthi,0.7688,3,YES,YES,Strong candidate
kuthi,okuthi,0.7369,4,YES,YES,Strong candidate
kuthi,kuthiwa,0.7343,5,YES,YES,Strong candidate
kuthi,lokuthi,0.7061,6,YES,YES,Strong candidate
kuthi,bokuthi,0.6665,7,YES,YES,Strong candidate
kuthi,sokuthi,0.6593,8,YES,YES,Strong candidate
kuthi,kufika,0.6565,9,YES,YES,Strong candidate
kuthi,kuzoba,0.6447,10,YES,YES,Strong candidate
kuthiwa,okuthiwa,0.8363,1,YES,YES,Strong candidate
kuthiwa,kwathiwa,0.762,2,YES,YES,Strong candidate
kuthiwa,kuthi,0.7343,3,YES,YES,Strong candidate
kuthiwa,kuvalwa,0.6415,4,YES,YES,Strong candidate
kuthiwa,kudliwa,0.6323,5,YES,YES,Strong candidate
kuthiwa,kushiwo,0.6137,6,YES,YES,Strong candidate
kuthiwa,kufaka,0.6136,7,YES,YES,Strong candidate
kuthiwa,kushaywa,0.6096,8,YES,YES,Strong candidate
kuthiwa,kuwukuthi,0.6037,9,YES,YES,Strong candidate
kuthiwa,kutshalwa,0.603,10,YES,YES,Strong candidate
kutholakale,okutholakala,0.8326,1,YES,YES,Strong candidate
kutholakale,ungakuthola,0.7738,2,YES,YES,Strong candidate
kutholakale,kutholwe,0.7322,3,YES,YES,Strong candidate
kutholakale,lokuthola,0.7217,4,YES,YES,Strong candidate
kutholakale,satholakala,0.6922,5,YES,YES,Strong candidate
kutholakale,lenkohlakalo,0.6787,6,YES,YES,Strong candidate
kutholakale,etholakala,0.6542,7,YES,YES,Strong candidate
kutholakale,basizakale,0.6438,8,YES,YES,Strong candidate
kutholakale,usizakale,0.6381,9,YES,YES,Strong candidate
kutholakale,kumenyezelwe,0.6141,10,YES,YES,Strong candidate
kutholwe,utholwe,0.7985,1,YES,YES,Strong candidate
kutholwe,kudalulwe,0.7777,2,YES,YES,Strong candidate
kutholwe,ungakuthola,0.7556,3,YES,YES,Strong candidate
kutholwe,kumenyezelwe,0.7495,4,YES,YES,Strong candidate
kutholwe,lokuthola,0.736,5,YES,YES,Strong candidate
kutholwe,kutholakale,0.7322,6,YES,YES,Strong candidate
kutholwe,kufukulwe,0.7305,7,YES,YES,Strong candidate
kutholwe,kugwenywe,0.7236,8,YES,YES,Strong candidate
kutholwe,kumenywe,0.7169,9,YES,YES,Strong candidate
kutholwe,kuthe,0.7089,10,YES,YES,Strong candidate
kuthunyelwe,uxhunyelwe,0.8199,1,YES,YES,Strong candidate
kuthunyelwe,kumenyezelwe,0.8127,2,YES,YES,Strong candidate
kuthunyelwe,kulalelwe,0.7713,3,YES,YES,Strong candidate
kuthunyelwe,kugrade,0.7643,4,YES,YES,Strong candidate
kuthunyelwe,kudalulwe,0.7434,5,YES,YES,Strong candidate
kuthunyelwe,kugcizelelwe,0.7411,6,YES,YES,Strong candidate
kuthunyelwe,kumenywe,0.7281,7,YES,YES,Strong candidate
kuthunyelwe,kugwemeke,0.7218,8,YES,YES,Strong candidate
kuthunyelwe,kugwenywe,0.7196,9,YES,YES,Strong candidate
kuthunyelwe,kufike,0.7089,10,YES,YES,Strong candidate
kuthuthukiswe,zithuthukiswe,0.8691,1,YES,YES,Strong candidate
kuthuthukiswe,lokuthuthukisa,0.8446,2,YES,YES,Strong candidate
kuthuthukiswe,okuthuthukisa,0.8301,3,YES,YES,Strong candidate
kuthuthukiswe,ekuthuthukiseni,0.7901,4,YES,YES,Strong candidate
kuthuthukiswe,nokuthuthukisa,0.7892,5,YES,YES,Strong candidate
kuthuthukiswe,zokuthuthukisa,0.7856,6,YES,YES,Strong candidate
kuthuthukiswe,afikiswe,0.7429,7,YES,YES,Strong candidate
kuthuthukiswe,bethuthukisa,0.7284,8,YES,YES,Strong candidate
kuthuthukiswe,ezizothuthukisa,0.7272,9,YES,YES,Strong candidate
kuthuthukiswe,kuthunyelwe,0.6872,10,YES,YES,Strong candidate
kutshalwa,kuvalwa,0.8837,1,YES,YES,Strong candidate
kutshalwa,kulahlwa,0.7914,2,YES,YES,Strong candidate
kutshalwa,kushaywa,0.7649,3,YES,YES,Strong candidate
kutshalwa,owadlalwa,0.7344,4,YES,YES,Strong candidate
kutshalwa,kuqalwa,0.7147,5,YES,YES,Strong candidate
kutshalwa,kuxwayisa,0.7069,6,YES,YES,Strong candidate
kutshalwa,engikutshalile,0.7026,7,YES,YES,Strong candidate
kutshalwa,sekukhahlelwa,0.7025,8,YES,YES,Strong candidate
kutshalwa,kohlolwa,0.7,9,YES,YES,Strong candidate
kutshalwa,kwamenyezelwa,0.694,10,YES,YES,Strong candidate
kuvalwa,kutshalwa,0.8837,1,YES,YES,Strong candidate
kuvalwa,kuqalwa,0.7688,2,YES,YES,Strong candidate
kuvalwa,kushaywa,0.7427,3,YES,YES,Strong candidate
kuvalwa,kulahlwa,0.7366,4,YES,YES,Strong candidate
kuvalwa,owadlalwa,0.7172,5,YES,YES,Strong candidate
kuvalwa,sekukhahlelwa,0.7097,6,YES,YES,Strong candidate
kuvalwa,edoonside,0.7078,7,YES,YES,Strong candidate
kuvalwa,sekuqulwa,0.7036,8,YES,YES,Strong candidate
kuvalwa,kuyona,0.6916,9,YES,YES,Strong candidate
kuvalwa,kohlolwa,0.6905,10,YES,YES,Strong candidate
kuvame,kugrade,0.8377,1,YES,YES,Strong candidate
kuvame,uvame,0.806,2,YES,YES,Strong candidate
kuvame,kude,0.7811,3,YES,YES,Strong candidate
kuvame,kuvele,0.7598,4,YES,YES,Strong candidate
kuvame,kujike,0.7577,5,YES,YES,Strong candidate
kuvame,kuma-official,0.7559,6,YES,YES,Strong candidate
kuvame,ku-n3,0.742,7,YES,YES,Strong candidate
kuvame,kuye,0.7403,8,YES,YES,Strong candidate
kuvame,kugwemeke,0.7393,9,YES,YES,Strong candidate
kuvame,kagrade,0.7283,10,YES,YES,Strong candidate
kuvela,kuveza,0.7293,1,YES,YES,Strong candidate
kuvela,kuvumela,0.7196,2,YES,YES,Strong candidate
kuvela,kusukela,0.6948,3,YES,YES,Strong candidate
kuvela,kuchaza,0.6669,4,YES,YES,Strong candidate
