word1,word2,strategy,detail,cosine_similarity,heuristic_score,in_vocab
uhlale,ukuthi,cooccurrence,freq=6,0.228873,0.357324,Both
mfowethu,umuntu,semantic_within,family,0.168103,0.400862,Both
ukuphelelwa,177),random_unrelated,,0.239767,0.20386,Both
ibhekene,"kwamashu,",random_unrelated,,0.320113,0.252068,Both
isinkwa,inyama,semantic_within,food,0.367856,0.520714,Both
esingakhonjiswanga,pajero,random_unrelated,,0.405712,0.303427,Both
izihlalo,zifakwe,cooccurrence,freq=2,0.507927,0.524756,Both
aphathwe,zebhayibheli,random_unrelated,,0.184317,0.17059,Both
wakhe.,enyuvesi.,random_unrelated,,0.333928,0.260357,Both
iqembu,iyashesha,morphological,class5_singular,0.353969,0.472381,Both
novirginia,nemicimbi,random_unrelated,,0.337045,0.262227,Both
wezinhliziyo,emfuleni.,random_unrelated,,0.354127,0.272476,Both
"impilo,",lokuba,cooccurrence,freq=2,0.274668,0.384801,Both
"obuhle,",zabo,cooccurrence,freq=4,0.2704,0.38224,Both
umakhalekhukhwini,umlobi,morphological,class1_singular,0.53905,0.58343,Both
inyoni,izimvu,semantic_within,animals,0.439359,0.563615,Both
abanginikeza,abangavunyelwe,morphological,class2_plural,0.539671,0.583803,Both
sedatha,sikhuluma,random_unrelated,,0.237786,0.202671,Both
ngicabanga,bawenza,random_unrelated,,0.377426,0.286455,Both
ihlathi,umfula,semantic_within,nature,0.458807,0.575284,Both
312),emshadweni.,cooccurrence,freq=2,0.793288,0.695973,Both
azosebenzisa,indlela,cooccurrence,freq=2,0.349823,0.429894,Both
ezemidlalo,kubongwe,random_unrelated,,0.182385,0.169431,Both
zokuphumula,ihollywoodbets,random_unrelated,,0.333164,0.259898,Both
kumfundisa,"ukubekezelelana,",cooccurrence,freq=2,0.521246,0.532747,Both
u-ouaddou,uphumelele,morphological,class11,0.371212,0.482727,Both
udinga,ucabanga,morphological,class11,0.490116,0.55407,Both
selby,umklomelo,random_unrelated,,0.371353,0.282812,Both
kakhulu,womayelana,cooccurrence,freq=2,0.291149,0.39469,Both
esebenzisa,lokubona,cooccurrence,freq=2,0.256444,0.373867,Both
ukuhamba,isiteshi,semantic_across,transport_vs_police_law,0.285182,0.291109,Both
uramaphosa,18),random_unrelated,,0.390965,0.294579,Both
amanzi,amasudi,morphological,class6_plural,0.491094,0.554656,Both
mchunu,kwi-orlando,random_unrelated,,0.486564,0.351939,Both
"abazithandayo,",abafana,morphological,class2_plural,0.4668,0.54008,Both
abasebenzi,ligcwele,cooccurrence,freq=12,0.423208,0.473925,Both
izibalo,izingabunjalo,morphological,class8_plural,0.391967,0.49518,Both
"nezamaqanda,",namazwe,random_unrelated,,0.394562,0.296737,Both
isivela,isitsha,morphological,class7_singular,0.575749,0.605449,Both
yokufaka,amabhande,random_unrelated,,0.382529,0.289517,Both
"siyacela,""",ngifunda,random_unrelated,,0.34177,0.265062,Both
ukudla,inyama,semantic_within,food,0.389764,0.533858,Both
ubungayi,"ungowakho,",morphological,class11,0.530006,0.578003,Both
inqwaba,mgadli,cooccurrence,freq=2,0.592488,0.575493,Both
nomphumela,abawenzayo,random_unrelated,,0.279834,0.227901,Both
uvusa,ungakhohlwa,morphological,class11,0.161547,0.356928,Both
esihle.,921),random_unrelated,,0.271049,0.22263,Both
ntambama.,abawu-20,random_unrelated,,0.268814,0.221289,Both
"kolwandle,",ngolwesine.,random_unrelated,,0.394184,0.29651,Both
ukuzelapha.,ukuqeda,morphological,class15_infinitive,0.469678,0.541807,Both
usehoxa,uthandana,morphological,class11,0.343016,0.465809,Both
umfundi,impumelelo,semantic_within,education,0.321968,0.493181,Both
ihlosi,izimvu,semantic_within,animals,0.507496,0.604497,Both
abamthanda,abacwaningi,morphological,class2_plural,0.480861,0.548517,Both
wukuqinisekisa,othandwa,random_unrelated,,0.2631,0.21786,Both
umfundi,ulwazi,semantic_within,education,0.376823,0.526094,Both
imoto,uhambo,semantic_within,transport,0.31912,0.491472,Both
enenjini,"ukwethembana,",random_unrelated,,0.296387,0.237832,Both
azokhipha,ivame,random_unrelated,,0.115498,0.129299,Both
nabadala,"ukholo,",cooccurrence,freq=2,0.430804,0.478482,Both
itholakala,idlala.,morphological,class5_singular,0.309008,0.445405,Both
"ukuwabulala,",ukukhokha,morphological,class15_infinitive,0.354052,0.472431,Both
zuma.,inakho,random_unrelated,,0.319646,0.251788,Both
anomoya,elishisayo.,random_unrelated,,0.485977,0.351586,Both
yasebenza,istandard,random_unrelated,,0.356812,0.274087,Both
inkosi,umasipala,semantic_within,government,0.423417,0.55405,Both
ingene,ingud,morphological,class9_singular,0.626439,0.635863,Both
"izolo,",ukuzozibonela,cooccurrence,freq=2,0.536803,0.542082,Both
mandla,xaba,random_unrelated,,0.31925,0.25155,Both
ukubambisana.,ukungawubukeli,morphological,class15_infinitive,0.335544,0.461326,Both
usuvuleke,baveza,random_unrelated,,0.27883,0.227298,Both
ulwandle,imifula,semantic_within,nature,0.354428,0.512657,Both
basebenza,"umkhondo,",cooccurrence,freq=2,0.317558,0.410535,Both
yokulungiselela,zabasebenzi,random_unrelated,,0.337311,0.262387,Both
96),nokubambisana,cooccurrence,freq=2,0.750441,0.670265,Both
izihlalo,izithandazo,morphological,class8_plural,0.42615,0.51569,Both
nabadala.,ngezindlela,cooccurrence,freq=2,0.396408,0.457845,Both
kusisiza,zomshuwalense,random_unrelated,,0.413878,0.308327,Both
yokubamba,"naye,",random_unrelated,,0.208075,0.184845,Both
ihhotela,isiteshi,semantic_within,places,0.454936,0.572962,Both
ukufika,ukuhlukumeza,morphological,class15_infinitive,0.473843,0.544306,Both
kugrade,zami,cooccurrence,freq=4,0.629929,0.597957,Both
i-video,ivehicle,morphological,class5_singular,0.469053,0.541432,Both
yokubhala,zemisebenzi,cooccurrence,freq=4,0.501095,0.520657,Both
i-addington,ivehicle,morphological,class5_singular,0.320198,0.452119,Both
zekusasa,yokudlala,random_unrelated,,0.21133,0.186798,Both
isinkwa,isitsha,semantic_within,food,0.69016,0.714096,Both
unota,uzobusebenzisa,morphological,class11,0.351261,0.470756,Both
esuke,bacindezeleke,random_unrelated,,0.48403,0.350418,Both
607),okukhathazeka,random_unrelated,,0.325904,0.255542,Both
yokusebenzisa,ezinomoya,random_unrelated,,0.172292,0.163375,Both
"isikhathi,",isikhangiso,morphological,class7_singular,0.620538,0.632323,Both
inyoni,izinkomo,semantic_within,animals,0.381973,0.529184,Both
umaj,linamandla,random_unrelated,,0.202661,0.181596,Both
amasiko,imidlalo,semantic_across,culture_vs_sport,0.232267,0.25936,Both
iqinise,iyisihlangu,morphological,class5_singular,0.381012,0.488607,Both
olwandle.,esiguquguqukayo,random_unrelated,,0.359644,0.275786,Both
nezibonelo,ngokucacile,cooccurrence,freq=2,0.445755,0.487453,Both
indawo,unikeza,cooccurrence,freq=22,0.322343,0.413406,Both
umtapo,ulwazi,semantic_within,education,0.339742,0.503845,Both
ubuyise,u-abdeslam,morphological,class11,0.509864,0.565918,Both
esouthern,bedinga,random_unrelated,,0.415659,0.309396,Both
aqinile,izitolo,random_unrelated,,0.316964,0.250178,Both
"egauteng,","e-usa,",random_unrelated,,0.507827,0.364696,Both
ukukhathazeka,ukuphambuka,morphological,class15_infinitive,0.258276,0.414966,Both
uthole,usecape,morphological,class11,0.373526,0.484116,Both
amaphoyisa,isibhamu,semantic_within,police_law,0.342303,0.505382,Both
anezinsuku,ezibhalwe,cooccurrence,freq=2,0.523318,0.533991,Both
"ezinjani,",nokumele,cooccurrence,freq=2,0.440829,0.484497,Both
yangempela,"enhlangano,",random_unrelated,,0.438688,0.323213,Both
i-diffuser,ubuhle,cooccurrence,freq=2,0.557333,0.5544,Both
54),ziqiwu,random_unrelated,,0.422262,0.313357,Both
e-idols,“isivakashi,random_unrelated,,0.46689,0.340134,Both
lokuxhumana,nezobudlelwano,cooccurrence,freq=2,0.438172,0.482903,Both
ihlangana,"iphathwe,",morphological,class5_singular,0.454788,0.532873,Both
iziguli,ziqedele,cooccurrence,freq=2,0.666312,0.619787,Both
sizibona,ukuthi,cooccurrence,freq=2,0.215182,0.349109,Both
ubuso,228),random_unrelated,,0.360264,0.276158,Both
durban,housewives,cooccurrence,freq=4,0.801183,0.70071,Both
wonduh,siya,random_unrelated,,0.233983,0.20039,Both
u-amahle,ushukela,morphological,class11,0.288343,0.433006,Both
e-university,zobuthishela,cooccurrence,freq=4,0.726435,0.655861,Both
896),sokubuyela,random_unrelated,,0.44279,0.325674,Both
"sakudlala,",usemusha,random_unrelated,,0.421864,0.313119,Both
u-matric.,uzwakale,morphological,class11,0.352851,0.471711,Both
ngokuthi,"ukwakha,",cooccurrence,freq=2,0.305763,0.403458,Both
ngodisemba,yingaphakathi,random_unrelated,,0.270976,0.222586,Both
i-african,igroovers,morphological,class5_singular,0.613244,0.627946,Both
"zasemaphandleni,",717),random_unrelated,,0.394457,0.296674,Both
uzitshele,ubesevele,morphological,class11,0.611235,0.626741,Both
ngizommela,bamandla,random_unrelated,,0.241742,0.205045,Both
abantu,okufakazelwa,cooccurrence,freq=2,0.180142,0.328085,Both
isiqiniseko,isithenjwa,morphological,class7_singular,0.459033,0.53542,Both
ikhaya,ihhotela,semantic_within,places,0.257774,0.454664,Both
sigcine,"angcono,”",random_unrelated,,0.504205,0.362523,Both
"ukubekezela,",ukuqoqa,morphological,class15_infinitive,0.429915,0.517949,Both
imeya,icala,semantic_within,government,0.442828,0.565697,Both
uba,ucaciseleka,morphological,class11,0.345793,0.467476,Both
kwamahlamvu,phakathi,cooccurrence,freq=4,0.521703,0.533022,Both
iwumphumela,"kuphela,",cooccurrence,freq=4,0.538706,0.543224,Both
wezokuphepha,"kwabanye,”",random_unrelated,,0.356799,0.274079,Both
(steroids),bafuna,random_unrelated,,0.277269,0.226361,Both
zenza,"lucia,",random_unrelated,,0.302738,0.241643,Both
angizange,ngangihamba,cooccurrence,freq=2,0.719319,0.651591,Both
izibopho,izikebhe,morphological,class8_plural,0.683785,0.670271,Both
ukukhulekela,bakwazi,random_unrelated,,0.308698,0.245219,Both
zakhona.,zokusiza,random_unrelated,,0.337586,0.262552,Both
ukunika,ukungawubukeli,morphological,class15_infinitive,0.603245,0.621947,Both
okungenzeka,uze,cooccurrence,freq=2,0.422067,0.47324,Both
ebaluleke,kakhulu,cooccurrence,freq=2,0.457218,0.494331,Both
zasethekwini,ubonge,random_unrelated,,0.285387,0.231232,Both
bekhululekile.,ukuhlanganyela,random_unrelated,,0.296057,0.237634,Both
ababuthakathaka,abangasenayo,morphological,class2_plural,0.4692,0.54152,Both
ezazakhela,kwezingane,random_unrelated,,0.262806,0.217683,Both
amaphoyisa,icala,semantic_within,police_law,0.185038,0.411023,Both
usehoxa,"u-2023,",morphological,class11,0.519558,0.571735,Both
uveze,usuxoshiwe.,morphological,class11,0.431967,0.51918,Both
inkinga,inkanyezi.,morphological,class9_singular,0.308835,0.445301,Both
ukukhula,ukungenisa,morphological,class15_infinitive,0.433799,0.520279,Both
ogcina,zemidlalo,cooccurrence,freq=18,0.48279,0.509674,Both
amaningi.,amavidiyo,morphological,class6_plural,0.356423,0.473854,Both
ufake,uwashiye,morphological,class11,0.511414,0.566849,Both
mayelana,ngumnuz,cooccurrence,freq=2,0.357932,0.434759,Both
kuyo,"ligi,",random_unrelated,,0.185801,0.17148,Both
bamfunele,"semoto,",random_unrelated,,0.443653,0.326192,Both
nemininingwane.,ngiyanxusa,random_unrelated,,0.191578,0.174947,Both
udumakude,ucwaningo.,morphological,class11,0.407579,0.504548,Both
upheka,uyayithanda,morphological,class11,0.277586,0.426552,Both
ngabo-ephreli,noma,cooccurrence,freq=2,0.367908,0.440745,Both
ezingu-66,eyobamba,random_unrelated,,0.16774,0.160644,Both
669),"sasedanganya,",random_unrelated,,0.335716,0.26143,Both
esephetha,ulale,random_unrelated,,0.231306,0.198784,Both
inyama,ukuphuza,semantic_within,food,0.344053,0.506432,Both
202),emshadweni.,cooccurrence,freq=2,0.764107,0.678464,Both
indlu,isiteshi,semantic_within,places,0.335774,0.501464,Both
usheleni,ziphatheka,random_unrelated,,0.374165,0.284499,Both
ingane,ingqayizivele,morphological,class9_singular,0.236722,0.402033,Both
inyuvesi,incwadi,semantic_within,education,0.367453,0.520472,Both
udlala,udle,morphological,class11,0.436112,0.521667,Both
unosipho,ult,morphological,class11,0.461648,0.536989,Both
likuhloniphe.”,simazi,random_unrelated,,0.498734,0.359241,Both
flusk,upatrick,cooccurrence,freq=2,0.883672,0.750203,Both
esinzima,904),random_unrelated,,0.355268,0.273161,Both
aphindisela,ukukulungisa,random_unrelated,,0.356598,0.273959,Both
uzimisele,udlondlobale,morphological,class11,0.378159,0.486895,Both
benza,egaraji,random_unrelated,,0.226804,0.196082,Both
izinkomo,izinja,semantic_within,animals,0.70601,0.723606,Both
osegazini,ushukela,cooccurrence,freq=2,0.512043,0.527226,Both
uphumule,uzobhekana,morphological,class11,0.161199,0.35672,Both
izifundo,nesayensi,cooccurrence,freq=2,0.569643,0.561786,Both
ufune,uyikhiphe,morphological,class11,0.379436,0.487662,Both
876),ne-operation,random_unrelated,,0.382195,0.289317,Both
ukucabanga,ukuqhuba,morphological,class15_infinitive,0.438897,0.523338,Both
pop,"usbahle,",cooccurrence,freq=2,0.685311,0.631187,Both
bekungokokuqala,ukuba,cooccurrence,freq=2,0.241264,0.364758,Both
ukubona,ukuphinde,morphological,class15_infinitive,0.409997,0.505998,Both
itheku,njengoba,cooccurrence,freq=2,0.235173,0.361104,Both
kwi-podcast,umqeqeshi,cooccurrence,freq=2,0.650809,0.610486,Both
abakwasamro,abanombono,morphological,class2_plural,0.638942,0.643365,Both
besebancane.,sikamama,cooccurrence,freq=2,0.52203,0.533218,Both
uwe,uyamvumela,morphological,class11,0.338002,0.462801,Both
zidalwa,usuke,random_unrelated,,0.376396,0.285837,Both
lwegazi,yokuhlakanipha,random_unrelated,,0.314355,0.248613,Both
ukubhala,impumelelo,semantic_within,education,0.263063,0.457838,Both
likamasipala,ngezinhlelo,cooccurrence,freq=4,0.416465,0.469879,Both
ujaji,uwela,morphological,class11,0.425746,0.515448,Both
kunezikhala,ngisusa,random_unrelated,,0.354448,0.272669,Both
yenze,i-i,random_unrelated,,0.44423,0.326538,Both
ukubheka,ukonga,morphological,class15_infinitive,0.368883,0.48133,Both
ezizomholela,kuphakame,random_unrelated,,0.300028,0.240017,Both
uthisha,incwadi,semantic_within,education,0.535358,0.621215,Both
ubone,ubuntu.,morphological,class11,0.452477,0.531486,Both
kuwena,namakhasimende,cooccurrence,freq=2,0.503913,0.522348,Both
ukuvimbela,zokudilika,random_unrelated,,0.226383,0.19583,Both
inyuvesi,imfundo,semantic_within,education,0.438682,0.563209,Both
"starr,",abakwazi,random_unrelated,,0.239854,0.203912,Both
ukwelapha,ukugula,semantic_within,health,0.49928,0.599568,Both
ilokhu,"isizini,",cooccurrence,freq=2,0.433613,0.480168,Both
"kwesikhathi,”",upikwe,random_unrelated,,0.34727,0.268362,Both
sase,ukwehlisa,random_unrelated,,0.216295,0.189777,Both
bayakwazi,bazisebenzise,cooccurrence,freq=6,0.448782,0.489269,Both
benamanxeba,engazi,random_unrelated,,0.256138,0.213683,Both
futhi,njengomlingisi,cooccurrence,freq=2,0.143873,0.306324,Both
"ngobuqotho,","olungenakulinganiswa,",cooccurrence,freq=2,0.620426,0.592256,Both
igceke.,"itheku,",morphological,class5_singular,0.377438,0.486463,Both
eyenziwa,wathi,cooccurrence,freq=2,0.320485,0.412291,Both
ukwelapha,ibhola,semantic_across,health_vs_sport,0.3491,0.32946,Both
umfundi,umtapo,semantic_within,education,0.563298,0.637979,Both
"amathathu,",amabhayisikili,morphological,class6_plural,0.508939,0.565363,Both
sokuzibandakanya,lokuvala,random_unrelated,,0.445084,0.32705,Both
isitsha,indishi,semantic_within,food,0.486301,0.59178,Both
inkosi,inkohlakalo,semantic_within,government,0.605119,0.663071,Both
kuphele,ngaphambi,cooccurrence,freq=2,0.30523,0.403138,Both
"kohambo,",isoccerbeat,random_unrelated,,0.360386,0.276232,Both
bawagcina,ukuphuza,cooccurrence,freq=2,0.486119,0.511672,Both
bephakamisa,inhliziyo,cooccurrence,freq=4,0.430047,0.478028,Both
kukhona,lakhe,cooccurrence,freq=2,0.217034,0.35022,Both
70),ziqhubeke,random_unrelated,,0.27724,0.226344,Both
amabhizinisi,emva,cooccurrence,freq=2,0.20154,0.340924,Both
amaningi,amanzi,cooccurrence,freq=20,0.534342,0.540605,Both
isenzakalo,isikhashana.,morphological,class7_singular,0.364394,0.478636,Both
"sinjani,",eseyonakaliswe,random_unrelated,,0.414426,0.308656,Both
"izingane,",yagcwala,cooccurrence,freq=2,0.423184,0.47391,Both
ugesi,"u-matric,",morphological,class11,0.210017,0.38601,Both
ukuqina,ukuncika,morphological,class15_infinitive,0.573424,0.604054,Both
ukufunda,impumelelo,semantic_within,education,0.277291,0.466375,Both
"labantwana,","ukufunda,",cooccurrence,freq=2,0.373991,0.444395,Both
ukunikela,ukuqopha,morphological,class15_infinitive,0.452938,0.531763,Both
abathenjwayo,ukuthi,cooccurrence,freq=2,0.119891,0.291934,Both
umfula,imithi,semantic_within,nature,0.425541,0.555325,Both
ababheka,ukuyenza,cooccurrence,freq=2,0.366123,0.439674,Both
"efanele,",nokuzivocavoca,cooccurrence,freq=2,0.487123,0.512274,Both
abavelele,esikoleni,cooccurrence,freq=2,0.375038,0.445023,Both
uyijeqeza,"nelokishi,",random_unrelated,,0.277903,0.226742,Both
umuntu,uhambo,semantic_across,family_vs_transport,0.306365,0.303819,Both
lethu,abakufisayo,random_unrelated,,0.325717,0.25543,Both
sebushintshe,ugesi,cooccurrence,freq=2,0.528021,0.536813,Both
ebikhanya,ebezinganakwa,random_unrelated,,0.277449,0.226469,Both
ukuziphilisa,ukungayihloniphi,morphological,class15_infinitive,0.359219,0.475531,Both
udlubu,uvamise,morphological,class11,0.340216,0.464129,Both
ukuphumelela,ukukhulisa,morphological,class15_infinitive,0.251148,0.410689,Both
iyahleka,ifundisa,morphological,class5_singular,0.306697,0.444018,Both
"ndlela,","ngesonto,",random_unrelated,,0.225479,0.195288,Both
"kwihilux,",ezifanayo,random_unrelated,,0.251149,0.210689,Both
"ulwazi,",ubanike,morphological,class11,0.422221,0.513333,Both
ibanga,kwayo,cooccurrence,freq=2,0.332787,0.419672,Both
uhlale,u-zero,morphological,class11,0.231939,0.399163,Both
"iselula,",nesibhamu,cooccurrence,freq=2,0.487881,0.512729,Both
usanda,ubonane,morphological,class11,0.376504,0.485902,Both
iqhude,icwecwe,semantic_across,animals_vs_music,0.282053,0.289232,Both
ezizithengela,ngosuku,cooccurrence,freq=2,0.467666,0.5006,Both
bakhe,ubafundisa,cooccurrence,freq=2,0.384044,0.450426,Both
esitolo,"sasekuhlaleni,",cooccurrence,freq=2,0.467512,0.500507,Both
isikweletu,ingcebo,semantic_within,money,0.3381,0.50286,Both
eside,uyakholelwa,cooccurrence,freq=2,0.392546,0.455528,Both
ikusasa,iyodwa,morphological,class5_singular,0.17955,0.36773,Both
le,likasawoti,cooccurrence,freq=2,0.526734,0.536041,Both
ukusebenza,ukubeke,morphological,class15_infinitive,0.388871,0.493322,Both
ukusiza,ukhuza,morphological,class15_infinitive,0.456987,0.534192,Both
idlula,iquantum.,morphological,class5_singular,0.283425,0.430055,Both
iluthuli,kuvele,cooccurrence,freq=2,0.428742,0.477245,Both
ububha,ubuyise,morphological,class11,0.510113,0.566068,Both
izimpawu,ziyaziqaphela,random_unrelated,,0.505847,0.363508,Both
ezibalulekile.,amabhayisikili,random_unrelated,,0.338734,0.263241,Both
indlela,nobunye.,cooccurrence,freq=4,0.449824,0.489895,Both
ikzn.,ngokudayisela,random_unrelated,,0.353011,0.271806,Both
kwabaqeqeshi,luzobandakanya,cooccurrence,freq=2,0.380736,0.448442,Both
wagxila,wahosha,cooccurrence,freq=2,0.67934,0.627604,Both
bezilalela,uviggy,random_unrelated,,0.306712,0.244027,Both
usungathi,ugeza,random_unrelated,,0.350761,0.270456,Both
icwecwe,umrepha,semantic_within,music,0.353973,0.512384,Both
ukukhuphuka,ukuvezwa,morphological,class15_infinitive,0.46911,0.541466,Both
ukunqwaha,ukukusiza.,morphological,class15_infinitive,0.653741,0.652245,Both
likhula,nsuku,cooccurrence,freq=4,0.330515,0.418309,Both
51(2),ngalolo,random_unrelated,,0.438234,0.32294,Both
amazambane,ukuphuza,semantic_within,food,0.429774,0.557865,Both
ukulibona,"ukunikela,",morphological,class15_infinitive,0.486691,0.552015,Both
sijabula,ukuthi,cooccurrence,freq=2,0.159494,0.315697,Both
njengobuchwepheshe,yomphakathi.,cooccurrence,freq=4,0.416847,0.470108,Both
amakhaya.,amandla.,morphological,class6_plural,0.482182,0.549309,Both
ngangabe,uzokhomba,random_unrelated,,0.327839,0.256703,Both
nempilo.,"umgibeli,",random_unrelated,,0.325339,0.255203,Both
kukhulu,"eklasini,",random_unrelated,,0.332291,0.259375,Both
unjinji,usawoti,morphological,class11,0.518225,0.570935,Both
omubi,singabaholi,cooccurrence,freq=2,0.512979,0.527788,Both
uhlela,ugumede,morphological,class11,0.338011,0.462807,Both
uramaphosa,uqhube,morphological,class11,0.359103,0.475462,Both
uthisha,iphepha,semantic_within,education,0.502016,0.60121,Both
yenhliziyo,osezingeni,random_unrelated,,0.339381,0.263628,Both
ulaura,unhlanhla,morphological,class11,0.391366,0.494819,Both
abasizile,eyahlukene,random_unrelated,,0.273489,0.224093,Both
uwumholi,"buyayeka,",random_unrelated,,0.505498,0.363299,Both
ehlukene.,nemikhiqizo,cooccurrence,freq=2,0.372042,0.443225,Both
basathukile,yokugula,random_unrelated,,0.244569,0.206742,Both
unina.,usafuna,morphological,class11,0.430977,0.518586,Both
ngobuqotho.,nokubakhombisa,cooccurrence,freq=2,0.517377,0.530426,Both
namuhla,ngiyeke.,random_unrelated,,0.384174,0.290504,Both
(isisho,938),cooccurrence,freq=2,0.814277,0.708566,Both
"nokuphumula,",439),random_unrelated,,0.457265,0.334359,Both
unota,u-r5,morphological,class11,0.55733,0.594398,Both
izithelo,ukuthi,cooccurrence,freq=8,0.215743,0.349446,Both
lesikole,yokucobelana,random_unrelated,,0.212197,0.187318,Both
uqikelele,u-amahle,morphological,class11,0.26979,0.421874,Both
ekupheka,ithenga,cooccurrence,freq=2,0.414685,0.468811,Both
"konyaka,",ushikishi,cooccurrence,freq=2,0.521463,0.532878,Both
eshalofini,ezivivinyweni,cooccurrence,freq=2,0.542925,0.545755,Both
baqonde,zemisebenzi,cooccurrence,freq=2,0.438582,0.483149,Both
ejikeleza,kwezokuvakasha,random_unrelated,,0.424096,0.314458,Both
abafaka,ngokushesha.,cooccurrence,freq=2,0.411942,0.467165,Both
izindlela,okumele,cooccurrence,freq=2,0.275257,0.385154,Both
ihlathi,imithi,semantic_within,nature,0.498146,0.598888,Both
ukuqala,"ukunakekela,",morphological,class15_infinitive,0.234739,0.400843,Both
umfundi,uyakwazi,cooccurrence,freq=2,0.322381,0.413428,Both
ubungozi,ubryan,morphological,class11,0.359472,0.475683,Both
izingane,udlula,cooccurrence,freq=2,0.322673,0.413604,Both
abakhulu,bahlangana,cooccurrence,freq=6,0.516177,0.529706,Both
ukuphela,ukudweba,morphological,class15_infinitive,0.304877,0.442926,Both
isivakashi,amatekisi,random_unrelated,,0.408469,0.305082,Both
umfula,amanzi,semantic_within,nature,0.642119,0.685271,Both
"ukuthandaza,",ukaze,morphological,class15_infinitive,0.260359,0.416216,Both
kuthisha.,157),random_unrelated,,0.398895,0.299337,Both
ukuthwebula,esiholela,random_unrelated,,0.358452,0.275071,Both
usipho,udj,morphological,class11,0.544652,0.586791,Both
amantombazane,ngokuzikhandla.,random_unrelated,,0.257636,0.214581,Both
ikhwaya,ubuntu,semantic_across,music_vs_culture,0.194484,0.23669,Both
u-ouaddou.,uqhube,morphological,class11,0.464479,0.538688,Both
ngolwesithathu,olwedlule.,cooccurrence,freq=2,0.678396,0.627038,Both
adingekayo,nokwakha,cooccurrence,freq=2,0.394854,0.456913,Both
iqhubeka,ifundwe,morphological,class5_singular,0.30883,0.445298,Both
wemfanelo,ukuqopha,random_unrelated,,0.278327,0.226996,Both
nohambo,abathathu,random_unrelated,,0.235236,0.201142,Both
bakwamemela.,nomcebo,random_unrelated,,0.286835,0.232101,Both
unosipho.,ubudala.,morphological,class11,0.277739,0.426643,Both
ezinhle,"yomndeni,",cooccurrence,freq=2,0.348132,0.428879,Both
ibhotela,ukuphuza,semantic_within,food,0.331064,0.498639,Both
ujanuwari,unzama,morphological,class11,0.300127,0.440076,Both
ukudla,indishi,semantic_within,food,0.258727,0.455236,Both
ukuzama,ukushonelwa.,morphological,class15_infinitive,0.525213,0.575128,Both
ukusekela,ukuzovakasha,morphological,class15_infinitive,0.38487,0.490922,Both
"ukwakha,","okunjalo,”",random_unrelated,,0.341895,0.265137,Both
bethola,ngithi,random_unrelated,,0.3035,0.2421,Both
executive,nama-roof,random_unrelated,,0.526798,0.376079,Both
house,kule,cooccurrence,freq=2,0.400648,0.460389,Both
english,nesizulu.,cooccurrence,freq=2,0.454872,0.492923,Both
sohlelweni,498),random_unrelated,,0.287064,0.232238,Both
ezihlukahlukene,ngolaka,random_unrelated,,0.233898,0.200339,Both
umndeni,umuntu,semantic_within,family,0.383888,0.530333,Both
"omukayo,",ukuphinde,random_unrelated,,0.217978,0.190787,Both
izintengo,yezokuvakasha.,random_unrelated,,0.338641,0.263185,Both
zidlala.,kwezintathu,random_unrelated,,0.325913,0.255548,Both
ubuka,uletha,morphological,class11,0.315948,0.449569,Both
okuningi,"ukulima,",cooccurrence,freq=2,0.390723,0.454434,Both
ikhasimende,kungakanani,cooccurrence,freq=2,0.402727,0.461636,Both
kunzima,ngoba,cooccurrence,freq=2,0.31107,0.406642,Both
bayaphathisa,road,random_unrelated,,0.316619,0.249971,Both
"izinyamazane,","izifundo,",morphological,class8_plural,0.380364,0.488219,Both
uramagwede.,unyazilwezulu,morphological,class11,0.488864,0.553318,Both
kukhona,ngezindodla,cooccurrence,freq=2,0.319896,0.411938,Both
nempaka,we-eff,random_unrelated,,0.412829,0.307697,Both
ubudoda,useshaye,morphological,class11,0.435648,0.521389,Both
764),wafunda,random_unrelated,,0.506912,0.364147,Both
eziyiqiniso,webhizinisi,random_unrelated,,0.382404,0.289442,Both
ungakwenza,"unakekeleke,",morphological,class11,0.507252,0.564351,Both
kumkhiqizo,ngiqhubeke,random_unrelated,,0.342294,0.265376,Both
noma,plan,cooccurrence,freq=2,0.365924,0.439554,Both
inkohlakalo,uhambo,semantic_across,government_vs_transport,0.298792,0.299275,Both
abonakala,ngabomnyango,random_unrelated,,0.288572,0.233143,Both
usehoxa,u-r230,morphological,class11,0.356196,0.473718,Both
abalandeli,sethu,cooccurrence,freq=2,0.339416,0.42365,Both
university.,unenkinga,morphological,class11,0.301996,0.441198,Both
icala,isiteshi,semantic_within,police_law,0.267325,0.460395,Both
ukuxhumana,theknoloji,semantic_within,technology,0.420407,0.552244,Both
okusafanele,ezazigcwele,random_unrelated,,0.267538,0.220523,Both
isibhedlela,kubantu,cooccurrence,freq=2,0.36544,0.439264,Both
"izolo,",lo,cooccurrence,freq=2,0.366717,0.44003,Both
ukwelapha,ukuxhumana,semantic_across,health_vs_technology,0.260941,0.276564,Both
kujuni,kokubandlululwa.,random_unrelated,,0.299939,0.239964,Both
eliqhakazile.,ziyigugu,random_unrelated,,0.519415,0.371649,Both
untuli,u-ouaddou.,morphological,class11,0.403686,0.502211,Both
"bekumnandi,",cube,random_unrelated,,0.364176,0.278506,Both
icala,ihlathi,semantic_across,government_vs_nature,0.220229,0.252137,Both
entsha.,mpangeni,random_unrelated,,0.2567,0.21402,Both
